Date,Adj Close,Adj.Avg,Std.Dev,CV,H-L-Std.Dev,H-L-CV,H-L-Diff.,O-C-Std.Dev,O-C-CV,O-C-Diff.,Norm.
2016-04-08,739.150024,741.6420042,13.130007319490318,1.7703969361408396,75.95116399501197,10.240946921141497,0.3598400297693733,51.05086781012032,6.883491970656147,0.410916251935445,0.4869466898284283
2016-04-15,759.0,748.6219972,81.415578129563,10.87539217843905,224.8498750500255,30.03516806759756,0.5872621898173365,131.10277480014437,17.512546424029168,0.5468125797597427,0.5468125797597427
2016-04-22,718.77002,750.2239991999999,339.26647567329564,45.222023826893285,792.1421226553797,105.58741435892205,0.6504528127969467,643.636646300023,85.7925962094473,0.619905112318703,0.6574833238276787
2016-04-29,693.01001,704.2320192,169.05985980404677,24.006272818452214,337.93452355302,47.98624804605021,0.4142964404250649,301.36909656021004,42.79400656939202,0.3897470766896653,0.4112044057012856
2016-05-06,711.119995,699.7640014000001,51.37110983122916,7.341204996034705,130.53033937515724,18.653480189608,0.4706347118541745,106.39927657500608,15.205022888021638,0.4495399492147515,0.3946701734167551
2016-05-13,710.830017,715.1020019999999,22.899778715345388,3.202309411985871,59.90744520009965,8.377468533516938,0.3941866849957089,39.56382324048424,5.53261256853316,0.3395866408435646,0.3459103888137004
2016-05-20,709.73999,707.8819944,34.75750459312941,4.910070445087367,152.76999552025674,21.58128003379213,0.4483006494489991,65.36708755507226,9.23417858798306,0.4676558658101261,0.4676558658101261
2016-05-27,732.659973,721.276001,111.31687831549452,15.433326238660552,221.35460131809052,30.689306314253837,0.5745402243669927,201.92385843007227,27.99536628837208,0.5994377618030213,0.5994377618030213
2016-06-03,722.340027,731.0540038000001,27.57420232784489,3.771842050589272,91.87205247008104,12.567067821601748,0.5474186569398027,44.75572536078416,6.122081970435157,0.6512715449332349,0.6512715449332349
2016-06-10,719.409973,721.8940061999999,36.92808209859665,5.115443788345537,55.72617274501201,7.719439733036533,0.4878784069088234,36.180399435210326,5.011871427726828,0.4442232184145134,0.4442232184145134
2016-06-17,691.719971,711.5259888,135.12362926833862,18.99068078964013,342.037745418908,48.07101227542793,0.623828925322111,186.0499955602104,26.14802529897561,0.7260262736524237,0.7281620978696646
2016-06-24,675.219971,692.8400024,105.92944640545252,15.289164314778676,214.9157172800164,31.01953070485937,0.6613228209214665,178.22266020003622,25.72349454169395,0.6617981819633636,0.661163809833717
2016-07-08,705.630005,698.4920044,19.453382023284064,2.7850543600702182,76.5187125125064,10.954844440665497,0.5874238546510056,61.23082062515647,8.76614481475036,0.5438984538363403,0.359246769416381
2016-07-15,719.849976,718.702002,6.534752705513554,0.90924370425137,85.5625,11.905142849455984,0.6195682162162139,78.14552928001574,10.87314757194954,0.602489752257808,0.6163795641115118
2016-07-22,742.73999,738.6600096000001,12.438042595248415,1.6838657073074632,121.55049270003585,16.455539912856253,0.7922910252830996,100.29990452025652,13.578629303970446,0.7963061947977179,0.5446430626204797
2016-07-29,768.789978,746.9319948,157.3025424715416,21.059821184077304,490.1788915202547,65.62563860335183,0.2859526637417614,296.3561044950117,39.6764506753208,0.2512915352611305,0.2802770234239412
2016-08-05,782.219971,774.1919922000001,20.901862294221058,2.699829306529613,120.45008722560084,15.558167539723728,0.5969017971839699,111.61863336078424,14.41743578922854,0.6200662528968413,0.2799995766802523
2016-08-12,783.219971,783.7539919999999,1.6439639103364976,0.2097550924291174,33.98305276150224,4.335933610339078,0.4857183683982357,3.802546800144059,0.4851709642257311,0.6805127353062277,0.6453087186072459
2016-08-19,775.419983,778.4819946,7.461520642275455,0.9584705483277538,51.55229230005662,6.622156023858361,0.3727016149390131,19.140625,2.458711329583781,0.3979422400000008,0.4361828080522267
2016-08-26,769.539978,770.5640013999999,2.011981831573316,0.2611050902868346,43.92661937665628,5.700580262878639,0.5567099887804416,17.97751520009981,2.333033358350162,0.4202841751985213,0.4211704088719167
2016-09-02,771.460022,769.706018,4.335272815288546,0.5632374846897126,28.569035690001265,3.711681476030926,0.5057089792873717,9.0,1.1692775929419847,0.4493346666666677,0.5207865199382834
2016-09-09,759.659973,773.373999,72.28992418553018,9.347343494739109,133.05630574501131,17.204652072226093,0.5944526154673485,107.01905603500155,13.837943371949532,0.6628334466650408,0.6628334466650408
2016-09-16,768.880005,766.3680054,25.51294247212051,3.329071972257535,98.00867340448852,12.788721960454708,0.6246448031516987,69.1392665750061,9.021679674495203,0.6757665075867412,0.5532724916172393
2016-09-23,786.900024,777.4880004,90.15271959769316,11.595384051112251,161.4089320164421,20.76031166183926,0.5134873865196878,115.67013255002465,14.877417077886085,0.5480233807422701,0.5480233807422701
2016-09-30,777.289978,778.2160035999999,15.33715071627672,1.9708089586088695,41.73109612152054,5.362405287024933,0.3982993550580185,19.359947200035933,2.487734396424321,0.4552258025806324,0.4552258025806324
2016-10-07,775.080017,775.4799927999999,3.1183214902872862,0.4021150151183226,39.50126899501245,5.093783122938675,0.4757350413567678,12.602411250156557,1.6251110753552065,0.4112683213673134,0.6790706111436751
2016-10-14,778.530029,782.3740110000001,14.916404325129374,1.906556725480158,92.92987956021038,11.87793539325661,0.4862031587193205,20.0254057256005,2.559569393160798,0.5211189424389139,0.526289579652274
2016-10-21,799.369995,794.6239992000001,72.89321905836269,9.173296946952153,184.009292825006,23.15677515532632,0.6311830462250222,138.0625,17.37456962525629,0.6308089872340462,0.6788885876539914
2016-10-28,795.369995,802.1139891999999,63.07003767814549,7.8629768994615485,158.50801187001184,19.761282561360403,0.4215247081283895,113.74240630507222,14.18032945897314,0.3171124148658629,0.380856406097535
2016-11-04,762.02002,772.2,124.93738071031976,16.179406981393388,535.896780658581,69.39870249398872,0.467374152325772,501.9839801899999,65.00699044159542,0.4806968971522836,0.4520425837383894
2016-11-11,754.02002,774.9840092000001,249.57977544812067,32.20450647823775,511.95829861152174,66.0604983501538,0.5436989612465625,345.0299377253414,44.52091057743355,0.5643071353799205,0.5745134268329495
