,GPM_0,OPM_0,OPER_MARGIN_VALUE,PM_0,ROA_0,ROI_0,ROE_VALUE,ROC_0,ROCE_0,EV_1_VALUE,EV_2_VALUE,EBIT_DEFAULT,EBIT_VALUE,EBIT_VALUE_0,EBITDA_DEFAULT,EBITDA_VALUE,EBITDA_VALUE_0,EV_1_EBITDA_VALUE,EV_2_EBITDA_VALUE,EV_1_EBITDA_VALUE_0,EV_2_EBITDA_VALUE_0,EV_1_EBITDA_DEFAULT,EV_2_EBITDA_DEFAULT,EPS_VALUE,DPS_VALUE,DPS_00,DPS_02,DPS_03,DPS_10,DPS_12,DPS_13,DPS_20,DPS_22,DPS_23,PE_1_VALUE,PE_2_0_VALUE,PE_2_1_VALUE,PE_00,PE_01,PE_02,RR_0,RR_2,RR_3,DY_1_VALUE,DY_2_VALUE,DY_2_VALUE_00,DY_2_VALUE_02,DY_2_VALUE_03,DY_2_VALUE_04,DY_2_VALUE_06,DY_2_VALUE_07,DY_2_VALUE_08,DY_2_VALUE_10,DY_2_VALUE_11,DY_0,DY_0_00,DY_0_02,DY_0_03,DY_0_04,DY_0_06,DY_0_07,DY_0_08,DY_0_10,DY_0_11,Div_VALUE,Div_VALUE_1,Div_VALUE_2,PSD_0,MCAP_VALUE,BV_0,MB_0,MVPS_0,MVPS_PRICE_0,BVPS_0,SGR_0,SGR_2,SGR_3,RD_VALUE,Cur_R_VALUE,QR_1_VALUE,QR_2_VALUE,QR_VALUE,Cas_R_VALUE,NWC_VALUE,NWC_TA_VALUE,IM_VALUE,DE_VALUE,DE_VALUE_0,NE_VALUE_0,DE_DEFAULT,NE_DEFAULT,DR_VALUE,ER_VALUE,DER_VALUE,EM_VALUE,FE_VALUE,LTDR_VALUE,TIE_VALUE,CC_VALUE,DSCR_VALUE,EQUITY_MULTIPLIER,Tax_VALUE,FCF_0_VALUE,FCF_1_VALUE,FCF_2_VALUE,FCF_3_VALUE,FCF_DEFAULT,IT_VALUE,DSI_VALUE,RT_VALUE,DSR_VALUE,TOT_ASSET_TURNOVER,TATO_VALUE,CI_VALUE,FAT_VALUE,NWCT_VALUE,Open,High,Low,Close,Adj Close,Volume
PE_1_VALUE,0.053617251435326085,-0.547181427817312,0.6160777740570935,-0.475914922956976,-0.802849592965278,-0.7931585414103829,-0.7931585414103831,-0.794327397542881,-0.7801190102214539,-0.09223631244661545,-0.10833419697335925,-0.7436313466195514,-0.09282607602217854,-0.744202908622229,0.297159508323391,0.5250116399184482,0.24057044775533434,0.08669447768718908,0.08384491198629757,0.07106282207917508,0.0646145125905068,0.035846166541910814,0.02940382710388956,-0.7268042814602627,-0.2434553598155612,0.42383888090999744,0.7244416347819552,0.7237668479715657,0.4240931659942216,0.7220445316208248,0.7213744757913235,0.4246225482218831,0.7213751888972578,0.7206933379469166,1.0,0.9999119121304197,0.9999551332774009,0.9993855270002726,0.9995380732442547,0.9994222786550914,0.01932589516945445,-0.0899446980552616,-0.08491610067976571,-0.3161553155632318,-0.2189367564964699,0.34050317826074133,0.790594181026682,0.7903446171856972,0.34123803524643465,0.7908926100730654,0.7906236330881363,0.3421132281946382,0.7906239113324885,0.7903341284248347,-0.21917859822119595,0.3427541914661009,0.786850346813688,0.786565054249988,0.3434861056974532,0.78718552301154,0.786881201095097,0.3443491877241389,0.7868815143545569,0.7865571435956246,0.42472720819684584,0.7261932867439287,0.7254798320662901,-0.6166623350241439,-0.09102250417745997,-0.14714569911604186,-0.02993594306397731,-0.09038995147745295,-0.08410455694904218,-0.1458379032961237,-0.6510128970866033,-0.7920148039858598,-0.7914325287475397,-0.6620564021398362,0.10299192819511155,0.10669524007369419,0.1109916349552092,-0.2439675234581627,0.12188277891788732,-0.19939492050649057,0.10041403466292148,0.6612177228107603,0.09368072749345718,0.10172673618486443,-0.08016597108201141,0.0841390817853322,-0.04700918334070493,-0.20553263497520266,0.1744867741826579,-0.2138799486025847,-0.18357457223957976,-0.11254493200318957,-0.19950700464117618,-0.2148109806728653,-0.15820134847490666,-0.4614778996152588,-0.18357457223957976,0.0550647686115669,0.5459494817720943,-0.6294573233547972,-0.48263731181148295,-0.2276776281960397,-0.1374497885257025,-0.6843336658380559,0.675670722279579,-0.49963219441748025,0.2835679063316655,-0.6856765362273128,-0.5360193862787229,0.3411547824723175,-0.5113350220736224,-0.5602067427133776,-0.09047528001784681,-0.09012588394231709,-0.09101624291006516,-0.09279669184095239,-0.09279669184095239,0.22108605894410682
PE_2_0_VALUE,0.06373118574100925,-0.5478764499435618,0.6170953898634155,-0.4773266694682741,-0.8016806029937611,-0.7926248413133196,-0.7926248413133197,-0.7936979773640277,-0.7784264466150255,-0.09879816659791936,-0.11546834403821839,-0.7442775283578579,-0.08723459414482157,-0.7449774599340899,0.30076879727501504,0.5277376443685742,0.24442016834022395,0.09181859483363963,0.08937246099125895,0.07520038194037355,0.06896689590248513,0.04161574291839659,0.03559271822441404,-0.7280940593487887,-0.24691564185544246,0.42763791203500473,0.7257835929659695,0.7251238842691066,0.42791620756679877,0.7234383043850283,0.7227831118189482,0.42844844804358073,0.7227838093055767,0.7221167637231827,0.9999119121304197,1.0,0.999979159099653,0.9991779284558684,0.9994448511247503,0.9993934943953363,0.012776498914094797,-0.1003963926577099,-0.0967818364073767,-0.3098519924796425,-0.2232785329683098,0.3438110713688107,0.7890566576699694,0.7888344636054191,0.3445690471331004,0.7894090964016424,0.7891674931974405,0.3454491083877801,0.7891677431491453,0.7889053564449701,-0.2235160538052491,0.34600605363174675,0.7852716127327712,0.7850137160313027,0.34676088850225384,0.7856598104457784,0.7853828888827538,0.3476288004624991,0.7853831738378527,0.7850862220970759,0.4284915784154187,0.7274897915452236,0.72679157534372,-0.6190693198332354,-0.09740311509992773,-0.15644290777977418,-0.03403392575377022,-0.0966820239385136,-0.08696683487793268,-0.1549893819557419,-0.6526905438439999,-0.7915425110983826,-0.790984056830884,-0.6624337060285809,0.11219639705485743,0.11592870611954,0.1202924239751779,-0.24697531157564828,0.1288919098314752,-0.20749254815505702,0.11034512612333623,0.6600328295051218,0.09888255155343759,0.10563626991992509,-0.08497813321329224,0.0899666307212458,-0.0533458683611221,-0.20798120494344177,0.1835427755960104,-0.2173277058167327,-0.19256054146040022,-0.12244637494574678,-0.20336443956832,-0.20823221250679827,-0.15277929482138594,-0.46014871389814543,-0.19256054146040022,0.0577877489561345,0.5445959632057977,-0.6302989536141972,-0.48507187492869014,-0.23020501597434295,-0.14008278788266093,-0.682955527291735,0.6758846073015082,-0.49585511106982644,0.27841957288075025,-0.6836096527499488,-0.5326272182767916,0.3365333764978977,-0.507141671649112,-0.5582695949491571,-0.09689604428205505,-0.09662772084387646,-0.09744666333412119,-0.09931654854074949,-0.09931654854074949,0.2198655766159273
PE_2_1_VALUE,0.05882237945459633,-0.5495097555230748,0.6164376958363881,-0.47837446661917926,-0.802325832326009,-0.7930955901493194,-0.7930955901493195,-0.7941489969874266,-0.7793525305578978,-0.09868091806525936,-0.11515192421017202,-0.7447112813452228,-0.09008906110111968,-0.7452851438679992,0.29858306410278,0.526458020459258,0.24202940066227713,0.08923796855218907,0.08678098028043064,0.07492893645279487,0.06908490491976386,0.04038187784071864,0.03489741903820196,-0.7282504615804518,-0.24467784166047782,0.4256222978353656,0.7259365895885127,0.7252596353391566,0.42590286267897914,0.7235879586896264,0.7229155606069866,0.4264295040936656,0.7229162754192695,0.7222320857866812,0.9999551332774009,0.999979159099653,1.0,0.9991502805087085,0.9993951129924608,0.9993016694551001,0.016773893575751625,-0.09868497774131409,-0.09271943915822624,-0.3127321847570597,-0.2211456703417362,0.341441852519103,0.7893259418989989,0.789085524836778,0.3421965591152007,0.7896695392612814,0.7894096886629143,0.3430714947151011,0.7894099571109324,0.789129337622942,-0.2214109932730916,0.3436340967783238,0.7854977038173342,0.7852217910803857,0.344385543697817,0.7858769668238056,0.7855820071131892,0.34524840096148557,0.7855823103543594,0.7852673383222076,0.4264654362192551,0.7276124805328172,0.726897118342347,-0.620217469668383,-0.09744404626033223,-0.15399750471572307,-0.03532321115745542,-0.09679644628917577,-0.08905818703672472,-0.1527504130103798,-0.6517184078435683,-0.7920063624795123,-0.7914287453393966,-0.6619607563184663,0.10879662538121933,0.11251121817595314,0.1169176128306577,-0.24638754626404086,0.12576211404306842,-0.20526296012882522,0.10714290847188851,0.6617322863014052,0.09642118845581543,0.1058079521705446,-0.08257138284724996,0.08937416838998903,-0.04985288037484597,-0.20997425316883436,0.18050083736823028,-0.21878879485735248,-0.1896864258406986,-0.11935107457445242,-0.20440710912135882,-0.2120386928184117,-0.15622854709046638,-0.46042358565896774,-0.1896864258406986,0.056605554033398064,0.5450618226965439,-0.6300060260208735,-0.48396350760848805,-0.22986189935283607,-0.13976866869634383,-0.6831558886035246,0.6757220149086731,-0.4966071749878378,0.2791753364912424,-0.6841019234377771,-0.5333641993152796,0.33761773228055164,-0.5081916444460421,-0.5585244486862374,-0.09689179026535856,-0.09658637065716785,-0.09742773877684435,-0.09924823073102522,-0.09924823073102522,0.2200402255282125
PE_00,0.054720209608702566,-0.5282151847592195,0.6214100905513139,-0.45889151664778977,-0.8057003670707162,-0.7949269687584963,-0.7949269687584966,-0.7966152401266486,-0.7822717229266606,-0.06709585134988931,-0.08231164728362171,-0.74060717797492,-0.09148873367929174,-0.7417218920348384,0.3034401722595134,0.5278311622703489,0.24750114651922997,0.08471720170489458,0.08025896180085475,0.05100642431969071,0.04031807719307449,0.02024324643370642,0.007945018259203882,-0.7234875160999914,-0.24931604787583492,0.4279308521131918,0.7210020606651222,0.7204104039306579,0.4281114753146954,0.7184828376196998,0.717896337261008,0.42868074944885487,0.7178969682065437,0.7172983902461532,0.9993855270002726,0.9991779284558684,0.9991502805087085,1.0,0.999952502313987,0.9999092207370107,0.01132594943874641,-0.07108861183961822,-0.07699127520501232,-0.31975098618765363,-0.22057280913578586,0.3488683455120665,0.7980732094497525,0.7978667430830633,0.3495688028298668,0.7982818004142668,0.7980560447048876,0.3504726465678954,0.7980562807879232,0.7978094500305022,-0.22060448973281543,0.3514183758748356,0.7949495464795635,0.7947052236713957,0.3521173142071234,0.795198661138716,0.7949354086325431,0.3530085334202476,0.7949356818467573,0.7946520979184885,0.42908178299741107,0.7232666663512354,0.7226346042494822,-0.5975284617482974,-0.0650186903114009,-0.12912441547953685,-0.003213986817620796,-0.06400172508126706,-0.05023417435296933,-0.1264479768208555,-0.6556658081741659,-0.7936525087100399,-0.7931341529652959,-0.6683833435496614,0.09446516696631305,0.09806123378239709,0.10196669115456107,-0.24249477827370383,0.11925358175420378,-0.1853930871199079,0.08624599164871684,0.64710194000198,0.09057175826620839,0.07885281359292752,-0.07219031801942999,0.06381912000472544,-0.04452878593869819,-0.18205107538442028,0.16391103071157598,-0.190611161119865,-0.1718831094914205,-0.09720055346198458,-0.1770352671122241,-0.213830873690663,-0.1573777800500029,-0.46802028209291174,-0.1718831094914205,0.052315140774177295,0.5527213358351583,-0.6317900716057088,-0.4870116390709596,-0.21893364366709134,-0.1273044988668996,-0.6922339789003645,0.6797991191026037,-0.5127261146952665,0.3025483125581379,-0.6937351907019421,-0.5477917365865652,0.3559006871536653,-0.5234921117755579,-0.5703812765345944,-0.06486911801221094,-0.06447343384045125,-0.06543158513086322,-0.06722847661384071,-0.06722847661384071,0.22459288469632285
PE_01,0.05999905052690193,-0.5308087241955876,0.6218945275545288,-0.4615903004116775,-0.8053318193371796,-0.7950316938042771,-0.7950316938042773,-0.7966001229883379,-0.7816557950842361,-0.07385070931352501,-0.08944371297249276,-0.741895345335356,-0.08869491710835256,-0.743008663861164,0.3049322218115864,0.5294156737907324,0.2490143589504664,0.0873503996693753,0.08329934211699921,0.05509711917738549,0.04503867137548951,0.02500665642036807,0.013709985698411255,-0.7251438175563024,-0.2505235659964877,0.4298329053869216,0.7227083081781654,0.72211362557326,0.4300406483234444,0.7202387131871552,0.7196490060062846,0.43060683193943017,0.7196496395106465,0.7190478582261932,0.9995380732442547,0.9994448511247503,0.9993951129924608,0.999952502313987,1.0,0.9999787454255666,0.008741424249091792,-0.0801054509885582,-0.0849749496589981,-0.3163639543765212,-0.22281772966463428,0.34987469568954577,0.7969101385916827,0.7967125934900252,0.3505955725000475,0.7971652384356549,0.7969483769264201,0.3514990433736255,0.7969486034291786,0.796710701685925,-0.22287493825757668,0.3523638613109668,0.7936968566790613,0.793461699926754,0.3530828856718024,0.7939913563602904,0.7937372459195915,0.35397376716156204,0.7937375093200412,0.7934631019692158,0.4309365795068261,0.724893291865935,0.7242584722409118,-0.6013830934098424,-0.07175318518957984,-0.13623595137057737,-0.008900908604824136,-0.07072224687161971,-0.055462795744376965,-0.13362797384503258,-0.6565169300470474,-0.7938132699826624,-0.793299009978209,-0.668396320148556,0.10045532050972728,0.10406312791530595,0.1080831004089717,-0.24506659522851462,0.12326657058646351,-0.1915054960547971,0.09319303459577365,0.647822012714512,0.09341191925631068,0.08316325131186757,-0.07471346277568733,0.06931369558635457,-0.04747618594342912,-0.18673446945681954,0.1701384341580849,-0.19577325215729685,-0.17821645997361893,-0.10423145679782797,-0.18218662058877994,-0.21106784904414944,-0.15543379133997626,-0.46703087009377026,-0.17821645997361893,0.05389796745845256,0.5519229069881336,-0.6324757054492455,-0.48846363367410595,-0.2212420004573172,-0.12973555250836816,-0.6911455813482164,0.6799891587699127,-0.5096965347501057,0.2980500054077244,-0.6922440255304781,-0.5451558192239354,0.3523244284659189,-0.5203520643235374,-0.5687489275329847,-0.07159773661436838,-0.0712456961911727,-0.07215419413682518,-0.07399127254549422,-0.07399127254549422,0.22357660929195045
PE_02,0.06496258439553747,-0.529093635642167,0.6225205929116882,-0.46047470685374753,-0.8046278085392644,-0.7945025912159159,-0.7945025912159162,-0.7960911995538623,-0.7806684390041072,-0.07391657632598614,-0.08971224251129155,-0.7413980288784292,-0.08581596985028801,-0.7426411506097431,0.307123857769075,0.5306712568004233,0.25141630594624287,0.08993176723236831,0.08588979597249316,0.055330331866359966,0.044875706040796035,0.026206622054838154,0.014360708727745095,-0.7249286256444283,-0.25280066103122206,0.4318373917497263,0.7224965245728837,0.7219194243137308,0.43204277741541236,0.7200302775563722,0.7194581136245402,0.43261464468211613,0.719458729464537,0.7188744295807348,0.9994222786550914,0.9993934943953363,0.9993016694551001,0.9999092207370107,0.9999787454255666,1.0,0.004708858316676387,-0.08180100854327696,-0.08905308423177127,-0.3134055785765758,-0.22497948259727782,0.3522463410752052,0.7965937725001849,0.796414657922119,0.35297046833308116,0.7968576629725692,0.7966592588941406,0.3538790806516969,0.796659466690016,0.7964400085872684,-0.22500804162139948,0.3547382226310835,0.7934247746001158,0.793207836766336,0.35546061966394576,0.793728164190984,0.7934922971999261,0.3563565695641986,0.7934925421084188,0.7932363610928392,0.4329518506155739,0.7247125624566507,0.7240952234449296,-0.6001631319693448,-0.07165935600460623,-0.13866202281527817,-0.007550443872416689,-0.07055423789582965,-0.05331864731288313,-0.13584503972587497,-0.6574543771983389,-0.7932910084909314,-0.7927962057336329,-0.6688366720015106,0.10385517303937375,0.10748068198832368,0.11145666674924094,-0.24562905774811397,0.1263974184362349,-0.19371092470460718,0.0963908303219326,0.6460343654933929,0.09587313429608273,0.08295415191333967,-0.07711451608253228,0.06986776044748493,-0.05097145928065801,-0.18469369777527272,0.1731696714996349,-0.19426639974892365,-0.18107717808849305,-0.10731962922200912,-0.18110240184955134,-0.20721611359920217,-0.15194083071998427,-0.46673686796967206,-0.18107717808849305,0.05508538104276057,0.5514084597334987,-0.6327330204501944,-0.4895467247091527,-0.2215718187564185,-0.1300405280774086,-0.6909081029558092,0.6801104566471025,-0.5089216965615821,0.2972927232926259,-0.691711293507912,-0.5443913164785188,0.3512211876099601,-0.5192750216179228,-0.568465870389556,-0.07154916632609148,-0.07123559165758026,-0.0721207266860588,-0.07400809425996285,-0.07400809425996285,0.22335763218832222
RR_0,-0.703493699536354,-0.11873832973444079,-0.40933433704993627,-0.11817383226970622,0.07704303498383447,0.11992804493639064,0.11992804493639053,0.11992039101030952,0.07688670465508766,0.32483470993120933,0.30710383801206453,0.19505013702862922,-0.8139304225641844,0.22662835754171445,-0.6320454801419578,-0.5120161299413784,-0.6560866686891431,-0.5534510373508615,-0.5549415891899961,-0.4049517698714677,-0.3081084417882305,-0.572933715943757,-0.4581679974886217,0.20091072996608544,0.23820661043518984,-0.6403680313164505,-0.20122736990641035,-0.2025037416831677,-0.6387565206051571,-0.20152779244169822,-0.2027953059529362,-0.6378805569508096,-0.20279402676307537,-0.2040511537364172,0.01932589516945445,0.012776498914094797,0.016773893575751625,0.01132594943874641,0.008741424249091792,0.004708858316676387,1.0,0.23017390317268627,0.44875144519401516,-0.1597492983961757,0.29675936364065925,-0.7188194719286553,-0.055773540561796946,-0.05803335700698763,-0.7182875922598879,-0.05718299760108231,-0.05943914903317545,-0.7176803176084625,-0.05943685513613893,-0.061685667227269245,0.2937030648422326,-0.7166104059788926,-0.06071779477254494,-0.06294814033660621,-0.7160932932723701,-0.062102188148904065,-0.06432882159809653,-0.7154737650285347,-0.06432655798113712,-0.06654554421743515,-0.6400665346165245,-0.20316338306052448,-0.20442634251106964,0.06147622842843683,0.29885473687442543,0.5135340336663998,0.1995886514452315,0.2866859266140114,-0.19110185154879236,0.48822088955218684,0.47192952783579667,0.12104902935252547,0.12297338986328692,0.26686564080569886,-0.6972479404543381,-0.6940088183571188,-0.6787564345852287,0.5009742346670576,-0.7129197278056127,0.5494302841120464,-0.5814124715533724,0.4373625647251768,-0.5457839115174578,-0.3014384107164429,0.6112070503040081,-0.46447048075246555,0.7583926986615755,-0.12240232974028728,-0.6556207943489093,-0.02603369503192205,0.6260235152958894,0.5561061082948583,0.04816778101814198,-0.5485193091405741,-0.393174206895481,0.3679500352722994,0.6260235152958894,0.0707288060648282,-0.14676790783751675,0.2655136990968781,0.4040986817868497,0.08369089541468996,0.030167078567510903,0.18204015487750383,-0.29319109936504717,0.09152222924772062,-0.027359584911052563,0.14020056748837192,0.12621696669264804,-0.08144563936323924,0.07222648151053218,0.2110606512488016,0.3078773611921016,0.3118117245465908,0.3101867871856302,0.3152312125251513,0.3152312125251513,-0.1850409387950476
RR_2,-0.5679690736366181,0.26358801993009157,-0.21920405152921765,0.2951744704725531,0.11209552310495892,0.18068416072167723,0.18068416072167717,0.1623694971605547,0.06223994467776532,0.7516009112156605,0.7896534633902706,0.3213912389806649,-0.29382228134762944,0.3244970284578306,-0.3189928936343766,-0.35609511572474417,-0.31486707675520464,-0.25284927152900055,-0.2905873545285385,-0.3720617230645567,-0.4438010172068892,-0.4261447790399884,-0.5347985352177133,0.3774683838406771,0.28082394323929677,-0.36070964123188565,-0.383791807001514,-0.3841134945186296,-0.3647899806021374,-0.39006107690111047,-0.3903615172423265,-0.36495819017680403,-0.39036113758985264,-0.390655244642905,-0.0899446980552616,-0.1003963926577099,-0.09868497774131409,-0.07108861183961822,-0.0801054509885582,-0.08180100854327696,0.23017390317268627,1.0,0.8935518997305247,-0.1194271471214013,0.34034612346021004,-0.2043054531254707,-0.007006344036765465,-0.008771147917219895,-0.20759709687018243,-0.013693947999981507,-0.015454459232201076,-0.2080035671966905,-0.015452601963154377,-0.01721188387165674,0.34276919808580436,-0.19726178175534687,0.0032359662083469576,0.0014630933004763365,-0.2005160210820126,-0.003325876542448466,-0.005094745553480911,-0.20092217538983176,-0.005092881665847482,-0.006860544207309048,-0.35545615562565186,-0.375819570716714,-0.3761557734304113,0.5533369689216562,0.7448886042912236,0.7960105400504262,0.6288340863499856,0.7412597964886737,0.5243739930320195,0.800056885917724,0.2543182809931546,0.18819536396281908,0.18943106353340886,0.18982638979294184,-0.6684768914002639,-0.6678391089566771,-0.6828382584493365,0.40806525844706276,-0.4007701248863043,0.7111771154009123,-0.7706201074393697,-0.0707689399887419,-0.28519018418876096,-0.4251669402431267,0.19448558074828984,-0.5397743452596006,0.22633432338763979,0.6426620862460382,-0.7259173589292548,0.6940416583233727,0.7464819137343293,0.7851460561221337,0.6918854380622125,-0.2959206803265507,-0.17316226411542407,-0.020792807276635808,0.7464819137343293,-0.21650273271380246,0.027940869888324598,0.27588665306840593,0.35421612937811614,0.39274701117161176,0.39333060475618603,0.03408983404151909,-0.1310770582118523,-0.2375903098402892,0.3467069778176793,-0.030479191472928296,-0.18229323115001983,0.23506183938036407,-0.259762075294226,-0.03569531273085165,0.7462471796905221,0.7504772569696099,0.7473226651428432,0.7503703146007198,0.7503703146007198,-0.026498255937402616
RR_3,-0.8117186073441042,0.06319200098944443,-0.2893275230907719,0.1449116472590853,0.0943608372752082,0.1689241340712164,0.1689241340712163,0.15580234839722842,0.013299551417593411,0.58673403252725,0.6281710852078992,0.27702954892324777,-0.4702608468346778,0.2982027306715471,-0.5111548486204245,-0.4650830463726242,-0.5197096969009005,-0.36501615131769494,-0.3914105387888224,-0.2657108987903836,-0.2943359732604603,-0.36819452920400464,-0.41298776651257235,0.35836656420028773,0.416814038038581,-0.5212219304942614,-0.363599806441889,-0.36556316005538325,-0.5243334540571715,-0.36877909415907045,-0.3707211537703202,-0.5250390636774035,-0.3707191390337214,-0.3726479463911906,-0.08491610067976571,-0.0967818364073767,-0.09271943915822624,-0.07699127520501232,-0.0849749496589981,-0.08905308423177127,0.44875144519401516,0.8935518997305247,1.0,-0.2211969493639977,0.4323185266533899,-0.41742604292620805,-0.03882605602091055,-0.042144721707512135,-0.4204540616032576,-0.04515416291570604,-0.048469787527403,-0.4213065792741532,-0.0484663680112248,-0.051776804854202906,0.4320433214323455,-0.4124687351929372,-0.03569521981166236,-0.038994272566229934,-0.4154798387218055,-0.04193303362140419,-0.04522906496533115,-0.4163263513303776,-0.045225666584036935,-0.048516237038244835,-0.5182809451538671,-0.360791827097877,-0.3627522034577404,0.38078504154830256,0.5670720045696044,0.8056965491437131,0.38006819580886125,0.5575523444591742,0.20196603745400238,0.7905655951716399,0.3533045733107554,0.17560324838734703,0.1785431364116961,0.26234881145662325,-0.7838654032273498,-0.783198275040561,-0.7916411128163414,0.4196522962158922,-0.5365910767187411,0.7330163524636786,-0.8418242570349483,0.09163881617313992,-0.3858318922554859,-0.28414946705734656,0.2846280151985487,-0.4205316554408187,0.37943645402375165,0.3630664382291531,-0.8030888993757569,0.44416544968077926,0.8083272816433447,0.8415181637108176,0.4757144315819386,-0.533952776855695,-0.3785067613363736,0.02643236275860762,0.8083272816433447,-0.28425129610425387,0.032679803183295705,0.3173147034379607,0.4629237294438942,0.38652974239900245,0.3720505156081596,0.07110089760138694,-0.14785257585914102,-0.19758227338524148,0.26658317709457896,-0.011086491383298787,-0.14822246819962306,0.20237467879034585,-0.24451744560331948,0.021108738644339292,0.5728855391912797,0.5784055242261517,0.5752474556287491,0.5806684047150853,0.5806684047150853,-0.06258166868378474
DY_1_VALUE,0.39350037374913405,0.34673452797576454,-0.22275651494195117,0.27677541477927337,0.32557658062836625,0.3331501144662001,0.3331501144662001,0.326520653360339,0.32063470300805785,0.09299765206983987,0.05898647689752441,0.3368996249353804,0.07601899282227785,0.3390022436727272,-0.06880614607170973,-0.19405214571456128,-0.03366797265597226,0.06734340840454527,0.07400405801474863,-0.11173327670198355,-0.1176958276017704,-0.025371806923001915,-0.034922055514526304,0.3291063729919544,-0.167288118569271,-0.12826572503703007,-0.3286494298514572,-0.3278919677019144,-0.12849265619951275,-0.3281762050444125,-0.327419128053711,-0.12826149563986902,-0.32741989781075587,-0.3266580115773774,-0.3161553155632318,-0.3098519924796425,-0.3127321847570597,-0.31975098618765363,-0.3163639543765212,-0.3134055785765758,-0.1597492983961757,-0.1194271471214013,-0.2211969493639977,1.0,-0.1847559345123807,-0.06905767792093216,-0.2805959406539799,-0.28020210098171167,-0.0692011490001559,-0.28109002873295436,-0.2806872131732364,-0.06912171247721023,-0.28068761542989107,-0.2802765085637572,-0.18237213940270713,-0.06991489094365366,-0.27788948755551834,-0.2774926768623914,-0.07005424063171353,-0.2783816825084677,-0.2779761066043721,-0.06997981011119178,-0.27797651163644616,-0.27756300917219084,-0.1280819104596487,-0.32762169073623204,-0.32685458980613974,0.269716734658339,0.09341326584878436,-0.04819881329073294,0.16280437322852187,0.09365112634482811,0.026593363812886475,-0.04374557646682525,0.24400261396783715,0.3332237049559775,0.3326057250957598,0.22363808365275256,0.07553917616685404,0.07956462562105802,0.07511414730119102,0.27189730717184646,0.09443417307381412,0.08122930158117286,0.11353991430821281,-0.3028104213852527,0.03700120915187024,-0.1911934623845077,-0.007203457244853602,-0.13977187044565298,-0.11201757642627533,0.4206154887549241,-0.0468013276771268,0.3988576044647716,0.06450609723185623,-0.07902822806876551,0.3760812488663881,0.2420157089739847,0.2910488327440511,0.2585722820495158,0.06450609723185623,0.08998044775180457,-0.32335176251647063,0.22547730113669895,0.20761021655646383,0.03300441387518943,-0.01835908968930943,0.24582192286617485,-0.22836600431965287,0.20371917751053964,-0.18144225318065227,0.2551152600548064,0.2250962145522165,-0.25580642757334754,0.2212220529050375,0.22880396298194286,0.09747790131981082,0.09029346340315635,0.09800249224673663,0.08888947789335605,0.08888947789335605,-0.4421957403707139
DY_2_VALUE,-0.4871217171791139,-0.23655807162459935,-0.5867109181898637,-0.3334569731614883,0.2859353817690006,0.322937080987329,0.32293708098732904,0.31620249774859605,0.4314963203232122,0.14166852189950468,0.16642338253114955,0.4941152101084731,-0.1760976438844509,0.4544685965787937,-0.45720506077631207,-0.5227567233434601,-0.4857645129544126,-0.0380255726192179,-0.03777744942701198,0.1733465554470831,0.14781402113584455,0.15610431750625298,0.13821407797830884,0.37424404199490996,0.9628508029111785,-0.4629507711549594,-0.3762911960362805,-0.3778847878991923,-0.4648777156507837,-0.37829682347274507,-0.37988906027187586,-0.46591280712107336,-0.3798874485698381,-0.3814686042654006,-0.2189367564964699,-0.2232785329683098,-0.2211456703417362,-0.22057280913578586,-0.22281772966463428,-0.22497948259727782,0.29675936364065925,0.34034612346021004,0.4323185266533899,-0.1847559345123807,1.0,-0.36327561790070556,-0.24807335269501576,-0.24983375023873278,-0.36551609392208967,-0.2517954843709302,-0.25355771862826254,-0.36648167953624683,-0.2535559090218782,-0.2553122153513002,0.9999365038794205,-0.3604162253431092,-0.2454832626698047,-0.24720721482818872,-0.36266323676532547,-0.249207870761342,-0.25093354019466807,-0.36361295073377814,-0.25093176734616096,-0.2526516073796269,-0.4622170144995321,-0.37745888869965866,-0.37902428674872857,0.2945945117314544,0.1278851875551937,0.2852537466341111,0.05436407870025876,0.12128772996974088,-0.006750386797294191,0.27398496838991454,0.4183093580548143,0.3260255095279724,0.32778414191367355,0.5449362898944111,-0.30883930226852224,-0.310012536355823,-0.31430101951274336,0.3772200856700059,-0.12425120231052147,0.2835912230850807,-0.31338680891229825,0.11671698776912386,-0.04818021164145431,0.11358502290346938,-0.11706482467197647,0.10156944859404851,-0.06254164650276807,0.10569966047800895,-0.38252647478976576,0.148500537869218,0.3835579242107535,0.33376317928314153,0.16428809129774574,-0.17705797367311812,-0.25545609721260426,0.2659662666681218,0.3835579242107535,0.32841433891071187,-0.2578626456225997,0.5348322396634658,0.26242139076218857,0.14243293200977739,0.13380234954181675,0.4800242239283873,-0.49844739417806383,0.32275961849030416,-0.3557434174028054,0.4436193423968558,0.35635133144814535,-0.36494295903827967,0.3214283990752969,0.4168403606451646,0.12979929415036143,0.13580576934776153,0.13503431373534555,0.13955754758569985,0.13955754758569985,-0.1931894459873066
